PDF Name,Summary,Clinical Field,DOI Link,Citation,Title,Author,Diagnostic Task,Feature,Key Finding
Quintiens_JBoneMinerRes2024_Alpha_vs_HRpQCT_for_BMD_quantification_and_detecting_bone_remodelling_496.pdf,"
==========
Summary for Quintiens_JBoneMinerRes2024_Alpha_vs_HRpQCT_for_BMD_quantification_and_detecting_bone_remodelling_496.pdf
==========
### Summary of the PCCT-Focused Paper  - **First Author**: Jilmen Quintiens - **Study Location**: KU Leuven, Belgium - **Clinical Field**: Musculoskeletal (MSK) - **Clinical Task or Condition**: The study focuses on the quantification of bone mineral density (BMD) and the detection of bone remodeling using Photon Counting Computed Tomography (PCCT). It addresses the relevance of PCCT in detecting and characterizing bone density changes and remodeling, particularly in the context of osteoporosis and fracture risk assessment. - **Key Findings**:   1. **Accuracy**: PCCT demonstrated high accuracy in measuring volumetric bone mineral density (vBMD) with a Pearson correlation of 0.986 compared to HR-pQCT, showing a bias of 7.46 mgHA/cm³.   2. **Repeatability**: The repeatability at the voxel level showed a bias of 17.66 mgHA/cm³ with a standard error of 96.23 mgHA/cm³. The least detectable remodeling was identified at a threshold of 250 mgHA/cm³, with false remodeling detected in 0.37% of ex vivo voxels and up to 0.97% in vivo.   3. **Clinical Potential**: The study suggests that PCCT can potentially replace or complement HR-pQCT and DXA in clinical settings due to its ability to provide high-resolution, large field-of-view images with lower radiation doses. - **Post-Processing Techniques**: The study utilized image registration and voxel-wise subtraction for assessing repeatability and detecting bone remodeling. A discrete Gaussian filter was applied to noise-match in vivo PCCT images to ex vivo images. - **Technical Features**: Photon counting technology provided improved spatial resolution and contrast-to-noise ratio, allowing for detailed bone microstructure imaging and a reduction in radiation dose by up to 49% compared to conventional CT.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name      | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques                      | Technical Features          | Radiation Dose        | |--------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|------------------------------------------------|-----------------------------|-----------------------| | PCCT Ex Vivo       | 120                | 225               | 0.588             | Not Specified | 0.10                 | Iterative      | Qr84   | Not Specified    | Image registration, voxel-wise subtraction      | Improved resolution, lower dose | CTDIvol 11.7 mGy (0.23 mSv) | | PCCT In Vivo       | 120                | 26                | 0.588             | Not Specified | 0.10                 | Iterative      | Qr84   | Not Specified    | Noise-matched with Gaussian filter, thresholding | Improved resolution, lower dose | CTDIvol 1.3 mGy        |  Note: The table summarizes the scan and reconstruction protocols used in the study, highlighting the technical features of photon counting technology that contributed to the study's findings.",MSK,https://doi.org/10.1093/jbmr/zjae163,"Quintiens, J. et al. (2024). The quantification of bone mineral density using photon counting computed tomography and its implications for detecting bone remodeling. Journal of Bone and Mineral Research, 39(12), 1774-1782.",The quantification of bone mineral density using photon counting computed tomography and its implications for detecting bone remodeling,Quintiens,Bone Microarchitecture and Trabecular Imaging,Ultra High Resolution,"Reduced Radiation Dose, Diagnostic Performance Metrics"
Rau_KoreanJRadiol2023_Alpha_IQ_and_radiation_dose_in_patients_with_multiple_myeloma_218.pdf,"
==========
Summary for Rau_KoreanJRadiol2023_Alpha_IQ_and_radiation_dose_in_patients_with_multiple_myeloma_218.pdf
==========
**Structured Summary:**  - **First Author:** Alexander Rau - **Study Location:** Medical Center – University of Freiburg, Faculty of Medicine, University of Freiburg, Freiburg, Germany - **Clinical Field:** Musculoskeletal Imaging - **Clinical Task or Condition:** The study focuses on diagnosing, staging, and treating multiple myeloma using photon-counting detector computed tomography (PCD-CT) compared to energy-integrating detector CT (EID-CT). It aims to assess image quality, diagnostic confidence, and radiation dose. - **Key Findings:**   1. PCD-CT provided superior image quality with higher scores for overall image quality, edge sharpness, image noise, lesion conspicuity, and diagnostic confidence compared to EID-CT (all P ≤ 0.004).   2. Quantitative analysis showed that PCD-CT had a lower full width at half maximum (FWHM) (2.89 vs. 25.68 cy/pixel) and more homogeneous signal (CV 0.99 ± 0.65 vs. 1.66 ± 0.5; P < 0.001) than EID-CT.   3. PCD-CT achieved these improvements at a significantly lower radiation dose (mean CTDI vol 3.33 ± 0.82 vs. 7.19 ± 3.57 mGy; P < 0.001). - **Post-Processing Techniques:** The study utilized a monoenergetic level of 70 keV for reconstruction with a dedicated bone kernel (Br60) and quantum iterative reconstruction (QIR) with strength levels of 2 and 4. - **Technical Features:** The photon-counting technology used in the study provided improved spatial resolution, higher edge contrast, and lower image noise, along with reduced radiation doses.  **CT Scan and Reconstruction Protocol Table:**  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|---------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|-------------------|----------------| | PCD-CT        | 120                 | 59 (Quality Reference mAs) | 0.5               | 0.6   | 2                    | Quantum Iterative Reconstruction | Br60/Br40 | Monoenergetic 70 keV | N/A                       | Higher resolution, less noise | Reduced by 54% (compared to EID-CT) | | DE EID-CT     | 100/150             | 220/110           | 0.5               | 0.6   | 2                    | Standard       | Br59/Bf40 | Standard         | N/A                       | N/A               | Higher than PCD-CT | | SE EID-CT     | 150                 | 653               | 1.0               | 0.6   | 2                    | Standard       | Br59/Bf40 | Standard         | N/A                       | N/A               | Higher than PCD-CT |  **Note:** If specific details are not provided or unclear, they are indicated as 'Not Specified' or 'Unclear'.",MSK,https://doi.org/10.3348/kjr.2023.0211,"Rau, A. et al. (2023). Impact of Photon-Counting Detector Computed Tomography on Image Quality and Radiation Dose in Patients With Multiple Myeloma. Korean Journal of Radiology, 24(10), 1006.",Impact of Photon-Counting Detector Computed Tomography on Image Quality and Radiation Dose in Patients With Multiple Myeloma,Rau,Bone Lesions Evaluation,"Spectral Feature, High Resolution","Image Quality, Reduced Radiation Dose, Diagnostic Performance Metrics"
ElSadaney_AJR2024_Alpha_spectral_topo_for_opportunistic_BMD_526.pdf,"
==========
Summary for ElSadaney_AJR2024_Alpha_spectral_topo_for_opportunistic_BMD_526.pdf
==========
### Summary of the PCCT-Focused Paper  - **First Author**: Ahmed O. El Sadaney - **Study Location**: Mayo Clinic, Rochester, MN, USA - **Clinical Field**: Musculoskeletal Imaging - **Clinical Task or Condition**: Opportunistic bone mineral density (BMD) measurement using photon-counting detector CT (PCD-CT) spectral localizer images, comparing these measurements with dual-energy X-ray absorptiometry (DXA) as a reference standard. - **Key Findings**:   1. The mean DXA-derived T-score was 0.39±1.64, while the mean PCD-CT derived T-score was 0.28±1.77, with no significant difference (p=0.29). Lin’s concordance correlation coefficient between DXA-derived and PCD-CT T-scores was 0.90.   2. PCD-CT T-scores correctly classified 90.2% of patients regarding normal versus abnormal bone mass with respect to DXA, with a sensitivity of 97% and specificity of 71%.   3. The study suggests that PCD-CT derived T-scores may serve as an opportunistic screening tool for low bone mass and osteoporosis. - **Post-Processing Techniques**: Material decomposition was used to generate a hydroxyapatite map and a water map from spectral localizer images. - **Technical Features**: The study leveraged the spectral capabilities of PCD-CT to perform material decomposition, enabling the extraction of BMD values without the interference of contrast media.  ### CT Scan and Reconstruction Protocol  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|--------------------|----------------| | Lumbar Spine  | 140                | 40                | Not Specified     | Not Specified | Not Specified        | Not Specified  | Not Specified | Not Specified   | Hydroxyapatite and water maps via material decomposition | Spectral capability for material decomposition | Not Specified |  Note: Specific details like rotation time, pitch, slice thickness, algorithm type, kernel, and window settings were not specified in the manuscript.",MSK,https://doi.org/10.2214/AJR.24.31909,"El Sadaney, A. et al. (2025). Opportunistic Bone Mineral Density Measurement Using Photon-Counting Detector CT Spectral Localizer Images: A Prospective Study. American Journal of Roentgenology, 224(1), .",Opportunistic Bone Mineral Density Measurement Using Photon-Counting Detector CT Spectral Localizer Images: A Prospective Study,El Sadaney,Opportunistic BMD Assessment (Spectral Topo),"Spectral Feature, High Resolution","Diagnostic Performance Metrics, Patient Management and Outcomes"
Kammerling_EurJRadiol2024_Alpha_UHR_140Sn_vs_Force_in_diagnosis_and_followup_of_scaphoid_fractures_304.pdf,"
==========
Summary for Kammerling_EurJRadiol2024_Alpha_UHR_140Sn_vs_Force_in_diagnosis_and_followup_of_scaphoid_fractures_304.pdf
==========
### Structured Summary  - **First Author:** Nina Kämmerling - **Study Location:** Linköping University, Linköping, Sweden - **Clinical Field:** Musculoskeletal (MSK) - **Clinical Task or Condition:** Diagnosis and follow-up of scaphoid fractures, focusing on fracture visibility and healing assessment. - **Key Findings:**   1. **Image Quality:** PCD-CT provided superior trabecular and cortical sharpness compared to EID-CT, despite higher noise and lower CNR in PCD-CT images.   2. **Diagnostic Confidence:** Radiologists rated fracture visibility and overall image quality higher with PCD-CT, leading to increased confidence in diagnosis.   3. **Fracture Healing Assessment:** Both PCD-CT and EID-CT were equivalent in assessing fracture gap consolidation during healing, showing no significant difference in diagnostic confidence for this task. - **Post-Processing Techniques:** Not specified. - **Technical Features:** PCD-CT offered improved spatial resolution and reduced electronic noise, aiding in better differentiation of bone microstructures.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|-------------------|----------------| | EID-CT        | 150 (Sn)           | CARE Dose4D       | 1.0               | 0.8   | 0.4/0.2              | ADMIRE 3        | Ur77   | Bone (3500/300) | Not Specified             | Standard          | 3.1±0.1 mGy    | | PCD-CT        | 140 (Sn)           | Dose matched      | 1.0               | 0.8   | 0.2/0.1              | QIR 3           | Br89   | Bone (3500/300) | Not Specified             | Higher resolution | 3.2±0.7 mGy    |  **Note:** If specific details are not mentioned or are unclear, they are indicated as 'Not Specified' or 'Unclear'.",MSK,https://doi.org/10.1016/j.ejrad.2024.111383,"Kammerling, N. et al. (2024). A comparative study of image quality and diagnostic confidence in diagnosis and follow-up of scaphoid fractures using photon-counting detector CT and energy-integrating detector CT. European Journal of Radiology, 173(), 111383.",A comparative study of image quality and diagnostic confidence in diagnosis and follow-up of scaphoid fractures using photon-counting detector CT and energy-integrating detector CT,Kammerling,Fracture Detection and Follow-Up,Ultra High Resolution,"Image Quality, Diagnostic Performance Metrics"
Kok_EurJRadiol2024_Alpha_UHR_vs_micro_CT_for_quantification_of_bone_microarchitecture_472.pdf,"
==========
Summary for Kok_EurJRadiol2024_Alpha_UHR_vs_micro_CT_for_quantification_of_bone_microarchitecture_472.pdf
==========
### Summary  - **First Author**: Joeri Kok - **Study Location**: Eindhoven University of Technology, Maastricht University, Erasmus Medical Center, VieCuri Medical Center, and Linköping University. - **Clinical Field**: Musculoskeletal (MSK) - **Clinical Task or Condition**: The study focuses on quantifying trabecular bone microarchitecture using photon-counting CT (PCD-CT) at different radiation doses, comparing it with µCT, the gold standard. The relevance lies in the detection and characterization of bone fragility, crucial for assessing osteoporosis and associated fracture risks. - **Key Findings**:   1. PCD-CT can quantify trabecular bone microarchitecture with accuracy comparable to µCT even at low radiation doses (as low as 2.5 mGy), with correlations (R²) ranging from 0.55 to 0.95.   2. Correlations between µCT and PCD-CT improved with higher radiation doses, reaching R² values of 0.76 to 0.96 at 20 mGy.   3. Agreement between µCT and PCD-CT was lower for vertebrae compared to other anatomical sites, likely due to lower bone density. - **Post-Processing Techniques**: Not specified in detail beyond basic image processing for segmentation and analysis. - **Technical Features**: The study leveraged PCD-CT's high resolution (~100 µm), improved contrast-to-noise ratio, and better delineation of trabecular structures compared to conventional CT technologies.  ### CT Scan and Reconstruction Protocol  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|---------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|--------------------|----------------| | PCD-CT        | 120                 | Not Specified     | 0.5               | 0.2   | 0.2/0.1              | QIR strength 3 | Qr89   | Not Specified   | Not Specified             | High resolution, improved CNR | 2.5 to 120 mGy |  **Notes**:  - The study used a NAEOTOM Alpha with Syngo CT version VA50, a photon-counting CT system. - Focal spot size varied with dose (0.4 x 0.4 mm for lower doses; 0.6 x 0.7 mm for higher doses). - Radiation doses were adjusted based on anatomical site, with specific ranges for radius, tibia, femur, and vertebrae. - The study emphasized the potential for PCD-CT to facilitate clinical assessments of bone microarchitecture with lower radiation exposure compared to traditional methods.",MSK,https://doi.org/10.1016/j.ejrad.2024.111717,"Kok, J. et al. (2024). Quantification of bone microarchitecture using photon-counting CT at different radiation doses: A comparison with µCT. European Journal of Radiology, 181(), 111717.",Quantification of bone microarchitecture using photon-counting CT at different radiation doses: A comparison with µCT,Kok,Bone Microarchitecture and Trabecular Imaging,Ultra High Resolution,"Reduced Radiation Dose, Diagnostic Performance Metrics"
Layer_SciRep2023_Alpha_iMAR_VMI_hip_prosthesis_in_patients_166.pdf,"
==========
Summary for Layer_SciRep2023_Alpha_iMAR_VMI_hip_prosthesis_in_patients_166.pdf
==========
### Structured Summary  - **First Author**: Yannik C. Layer - **Study Location**: University Hospital Bonn, Germany - **Clinical Field**: Musculoskeletal (MSK), specifically focusing on hip prostheses - **Clinical Task or Condition**: The study addresses the reduction of metal artifacts associated with hip prostheses in photon-counting detector CT (PCD-CT). The clinical task is to enhance image quality for better detection and characterization of surrounding tissues. - **Key Findings**:   1. The combination of virtual monoenergetic images (VMI) at 100 keV and iterative metal artifact reduction (IMAR) significantly reduced hip prosthesis-associated artifacts compared to polychromatic images. The adjusted attenuation for bone improved from 302.78 HU in polychromatic images to 51.18 HU using VMI100keV + IMAR (p < 0.0001).   2. The diagnostic quality of surrounding tissues, such as the bladder, improved markedly with VMI100keV + IMAR, achieving a median score of 5 on a Likert scale compared to 1.5 for polychromatic images (p < 0.0001).   3. The study demonstrated that VMI100keV + IMAR provided the best overall artifact reduction, with an adjusted attenuation closest to zero (PI: 634.66; VMI100keV + IMAR: 102.81; p < 0.0001). - **Post-Processing Techniques**: The study utilized VMI reconstructed at 100–190 keV and IMAR optimized for hip prostheses. - **Technical Features**: The study leveraged the improved spatial resolution and reduced noise of photon-counting technology, which allows for better artifact reduction and image quality compared to traditional energy-integrating detector CTs.  ### CT Scan and Reconstruction Protocol Table  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|---------------------------|-------------------|----------------| | Standard Hip Prosthesis | 120 | Automatic | 0.5 | 0.8 | 1 | Quantum Iterative Reconstruction | QR40 | 300/40 HU | VMI 100-190 keV, IMAR | Improved resolution, reduced noise | Mean CTDIvol: 7.78 mGy |  Note: The study did not specify the exact tube current (mA) as it used automatic tube current modulation. The mean dose-length product (DLP) was 515.58 mGy*cm.",MSK,https://doi.org/10.1038/s41598-023-35989-6,"Layer, Y. et al. (2023). Combining iterative metal artifact reduction and virtual monoenergetic images severely reduces hip prosthesis-associated artifacts in photon-counting detector CT. Scientific Reports, 13(1), .",Combining iterative metal artifact reduction and virtual monoenergetic images severely reduces hip prosthesis-associated artifacts in photon-counting detector CT,Layer,General MSK Imaging,"Spectral Feature, High Resolution",Image Quality
Marth_AJR2023_Alpha_140Sn_lumbar_spine_210.pdf,"
==========
Summary for Marth_AJR2023_Alpha_140Sn_lumbar_spine_210.pdf
==========
**Structured Summary:**  - **First Author:** Adrian A. Marth, MD - **Study Location:** Balgrist University Hospital, University of Zurich, Zurich, Switzerland - **Clinical Field:** Musculoskeletal Imaging - **Clinical Task or Condition:** Evaluation of the lumbar spine, focusing on reducing radiation dose while maintaining image quality, particularly relevant for conditions like lumbar spondylolysis and other spinal pathologies. - **Key Findings:**   1. PCD CT significantly reduced radiation dose with a mean CTDIvol of 4.4±1.0 mGy compared to 11.1±1.9 mGy for EID CT, indicating a 60.6% reduction (p<.001).   2. PCD CT achieved a higher CNR (33.6±3.3 vs 29.3±4.1, p<.001), indicating better image contrast.   3. No significant difference in image noise, SNR, or subjective image quality between PCD and EID CT, as rated by three independent readers. - **Post-Processing Techniques:** Not specified. - **Technical Features:** Photon counting technology provided higher CNR, improved dose efficiency, and maintained image quality with reduced radiation exposure.  **CT Scan and Reconstruction Protocol Table:**  | Protocol Name | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features | Radiation Dose | |---------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|----------------------------|--------------------|----------------| | PCD CT        | 140                | 134 (manual)      | 1.0               | 0.8   | 2                    | QIR            | Br40, Br60 | Soft tissue: 400/60, Bone: 1500/450 | Not Specified               | Higher CNR, reduced dose | CTDIvol: 4.4±1.0 mGy, SSDE: 6.2±1.0 mGy | | EID CT        | 140                | 398±71 (modulated)| 1.0               | 0.8   | 2                    | ADMIRE         | Br38, Br57 | Soft tissue: 400/60, Bone: 1500/450 | Not Specified               | Standard EID features | CTDIvol: 11.1±1.9 mGy, SSDE: 14.2±1.8 mGy |  This structured summary and table provide a concise overview of the study's key aspects, findings, and technical details, ensuring consistency and clarity across multiple analyses.",MSK,https://doi.org/10.2214/AJR.23.29950,"Marth, A. et al. (2024). Photon-Counting Detector CT Versus Energy-Integrating Detector CT of the Lumbar Spine: Comparison of Radiation Dose and Image Quality. American Journal of Roentgenology, 222(1), .",Photon-Counting Detector CT Versus Energy-Integrating Detector CT of the Lumbar Spine: Comparison of Radiation Dose and Image Quality,Marth,General MSK Imaging,High Resolution,"Image Quality, Reduced Radiation Dose"
Marth_InvestRadiol2024_Alpha_UHR_140Sn_VMI_for_MAR_in_postop_ankle_275.pdf,"
==========
Summary for Marth_InvestRadiol2024_Alpha_UHR_140Sn_VMI_for_MAR_in_postop_ankle_275.pdf
==========
### Structured Summary  - **First Author**: Adrian A. Marth, MD - **Study Location**: Swiss Center for Musculoskeletal Imaging, Balgrist Campus AG, Zurich, Switzerland - **Clinical Field**: Musculoskeletal (MSK) - **Clinical Task or Condition**: The study focused on reducing metal artifacts in postoperative ankle imaging in patients with metal implants, aiding in the detection and assessment of osseous healing. - **Key Findings**:   1. Tin-prefiltered acquisitions showed a significant reduction in metal artifacts for VMIs at ≥120 keV compared to polychromatic images, with hyperdense artifacts reduced from 40.2 HU to 14.0 HU and hypodense artifacts from 91.2 HU to 29.7 HU.   2. Visibility of osseous healing was significantly improved at 120 keV VMIs in tin-prefiltered acquisitions compared to polychromatic images, with better ratings for image interpretability and reduced artifact extent.   3. The use of tin prefiltration combined with VMIs enhanced the clinical utility of PCD CT in postoperative imaging of the ankle, potentially improving patient care by providing clearer images for surgical assessment. - **Post-Processing Techniques**:    - Virtual Monoenergetic Imaging (VMI) with energy levels from 60 to 190 keV, focusing on ≥120 keV for optimal results.   - Tin Prefiltration (Sn) was used to enhance spectral shaping and reduce artifacts. - **Technical Features**:    - Photon-counting technology provided improved image quality with reduced noise and better spectral separation, allowing for clearer differentiation of osseous structures and reduced metal artifacts.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name      | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques | Technical Features                   | Radiation Dose               | |--------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|----------------------------|--------------------------------------|------------------------------| | Tin-Prefiltered    | 140                | 90                | 0.5               | 0.85  | 0.4                  | Quantum IR     | Br76   | 1500/450 HU     | VMI 60-190 keV, Sn         | Improved resolution, lower noise     | CTDI: 2.99 mGy, SSDE: 7.55 mGy | | Non-Tin-Filtered   | 120                | 90                | 0.5               | 0.85  | 0.4                  | Quantum IR     | Br76   | 1500/450 HU     | VMI 60-190 keV             | Improved resolution, lower noise     | CTDI: 3.02 mGy, SSDE: 7.86 mGy |  *Note: CTDI - Computed Tomography Dose Index, SSDE - Size-Specific Dose Estimate.",MSK,https://doi.org/10.1097/RLI.0000000000001058,"Marth, A. et al. (2024). Photon-Counting Detector CT. Investigative Radiology, 59(8), 545-553.",Photon-Counting Detector CT,Marth,Fracture Detection and Follow-Up,"Spectral Feature, High Resolution",Image Quality
Moser_InvestRadiol2025_Alpha_spectral_topo_assessment_in_patients_600.pdf,"
==========
Summary for Moser_InvestRadiol2025_Alpha_spectral_topo_assessment_in_patients_600.pdf
==========
### Structured Summary  - **First Author:** Lukas Jakob Moser, MD - **Study Location:** University Hospital Zurich, University of Zurich, Zurich, Switzerland - **Clinical Field:** Musculoskeletal (MSK) - **Clinical Task or Condition:** Assessment of areal bone mineral density (aBMD) in lumbar vertebrae, with relevance to osteoporosis detection and opportunistic screening. - **Key Findings:**   1. Strong correlation between aBMD measurements from DXA and spectral localizer radiographs (R=0.97, ICC=0.96).   2. T-scores also showed strong correlation (R=0.99, ICC=0.98) with narrow limits of agreement, indicating minimal differences between methods.   3. Spectral localizer radiographs could reclassify bone density categories accurately in 95% of patients, suggesting potential for opportunistic osteoporosis screening. - **Post-Processing Techniques:** Material decomposition to produce hydroxyapatite and water maps for aBMD calculation. - **Technical Features:** Photon-counting technology allowed for accurate aBMD measurement using a single spectral localizer radiograph, leveraging improved spectral separation and energy binning capabilities.  ### CT Scan and Reconstruction Protocol  | Protocol Name                    | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques                      | Technical Features                  | Radiation Dose     | |----------------------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|------------------------------------------------|------------------------------------|--------------------| | Spectral Localizer Radiograph    | 140                | 30                | Not Specified     | Not Specified | Not Specified        | Not Specified  | Not Specified | Not Specified     | Hydroxyapatite and water maps from material decomposition | Improved spectral separation, energy binning | CTDI of 0.1 mGy |  This table provides a standardized overview of the scanning and reconstruction protocols used in the study, highlighting the specific parameters and post-processing techniques employed. If details were not specified in the study, they are marked as 'Not Specified'.",MSK,https://doi.org/10.1097/RLI.0000000000001159,"Moser, L. et al. (2025). In Vivo Bone Mineral Density Assessment With Spectral Localizer Radiographs From Photon-Counting Detector CT. Investigative Radiology, 60(8), 535-542.",In Vivo Bone Mineral Density Assessment With Spectral Localizer Radiographs From Photon-Counting Detector CT,Moser,Opportunistic BMD Assessment (Spectral Topo),"Spectral Feature, High Resolution",Diagnostic Performance Metrics
Pallasch_RadiolMed2024_Alpha_iMAR_in_patients_with_orthopedic_implants_370.pdf,"
==========
Summary for Pallasch_RadiolMed2024_Alpha_iMAR_in_patients_with_orthopedic_implants_370.pdf
==========
### Structured Summary  - **First Author**: Fabian Bernhard Pallasch - **Study Location**: University Medical Center Freiburg, Germany - **Clinical Field**: Musculoskeletal (MSK) - **Clinical Task or Condition**: The study addresses the challenge of metal artifacts in CT imaging of patients with orthopedic implants, focusing on improving image quality and diagnostic confidence through various artifact reduction techniques. - **Key Findings**:   1. Iterative Metal Artifact Reduction (iMAR) significantly improved image quality and diagnostic confidence compared to standard reconstructions (p < 0.001).   2. Combined iMAR and 140 keV monoenergetic reconstructions yielded the highest image quality scores across evaluated criteria.   3. No significant difference in signal homogeneity (CV) was observed among different artifact reduction techniques (p = 0.26). - **Post-Processing Techniques**:    - Virtual Monoenergetic Imaging (VMI) at 140 keV.   - Iterative Metal Artifact Reduction (iMAR).   - Combination of iMAR with 140 keV VMI. - **Technical Features**: Photon-counting CT technology provided improved metal artifact reduction capabilities, allowing for superior image quality and diagnostic confidence without significantly altering image signal homogeneity.  ### CT Scan and Reconstruction Protocol Information  | Protocol Name        | Tube Voltage (kVp) | Tube Current (mA) | Rotation Time (s) | Pitch | Slice Thickness (mm) | Algorithm Type | Kernel | Window Settings | Post-Processing Techniques       | Technical Features        | Radiation Dose | |----------------------|--------------------|-------------------|-------------------|-------|----------------------|----------------|--------|-----------------|----------------------------------|---------------------------|----------------| | PCD-CTStd            | Not Specified      | Not Specified     | 0.25              | 0.8   | 2                    | Quantum Iterative | Br56   | Not Specified   | None                             | Not Specified             | 8 ± 4.3 mGy   | | PCD-CT140keV         | Not Specified      | Not Specified     | 0.25              | 0.8   | 2                    | Quantum Iterative | Br56   | Not Specified   | VMI at 140 keV                   | Improved artifact reduction | 8 ± 4.3 mGy   | | PCD-CTiMAR           | Not Specified      | Not Specified     | 0.25              | 0.8   | 2                    | Quantum Iterative | Br56   | Not Specified   | iMAR                             | Improved artifact reduction | 8 ± 4.3 mGy   | | PCD-CT140keV+iMAR    | Not Specified      | Not Specified     | 0.25              | 0.8   | 2                    | Quantum Iterative | Br56   | Not Specified   | iMAR + VMI at 140 keV            | Superior artifact reduction | 8 ± 4.3 mGy   |  **Note**: Specific details such as tube voltage, tube current, and window settings were not specified in the paper. The radiation dose was reported as mean CTDIvol.",MSK,https://doi.org/10.1007/s11547-024-01822-x,"Pallasch, F. et al. (2024). Photon-counting detector computed tomography for metal artifact reduction: a comparative study of different artifact reduction techniques in patients with orthopedic implants. La radiologia medica, 129(6), 890-900.",Photon-counting detector computed tomography for metal artifact reduction: a comparative study of different artifact reduction techniques in patients with orthopedic implants,Pallasch,General MSK Imaging,"Spectral Feature, High Resolution","Image Quality, Diagnostic Performance Metrics"
